Rk,School,G,Tm.,Opp.,PPG,OPPG,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,STL/TOV,PF,PFPG,FT/FGA,FGPG,FGAPG,3PPG,3PAPG,FTPG,FTAPG,ORBPG,TRBPG,APG,SPG,BPG,TOPG,AST/TO,3P Ratio,NET
240,Penn State,32,2229,2196,69.65625,68.625,791,1898,0.417,222,693,0.32,425,613,0.693,382,1174,389,245,122,399,0.614035088,597,18.65625,0.223919916,24.71875,59.3125,6.9375,21.65625,13.28125,19.15625,11.9375,36.6875,12.15625,7.65625,3.8125,12.46875,0.974937343,0.280657396,0.857549858
241,Pennsylvania,31,2250,2117,72.58064516,68.29032258,821,1810,0.454,282,803,0.351,326,510,0.639,270,1102,463,210,77,395,0.53164557,500,16.12903226,0.180110497,26.48387097,58.38709677,9.096774194,25.90322581,10.51612903,16.4516129,8.709677419,35.5483871,14.93548387,6.774193548,2.483870968,12.74193548,1.172151899,0.343483557,0.686609687
242,Pepperdine,34,2572,2529,75.64705882,74.38235294,865,1949,0.444,313,819,0.382,529,696,0.76,290,1085,479,229,95,432,0.530092593,639,18.79411765,0.271421242,25.44117647,57.32352941,9.205882353,24.08823529,15.55882353,20.47058824,8.529411765,31.91176471,14.08823529,6.735294118,2.794117647,12.70588235,1.108796296,0.361849711,0.527065527
243,Pittsburgh,33,2306,2267,69.87878788,68.6969697,769,1841,0.418,225,680,0.331,543,779,0.697,383,1209,387,227,126,448,0.506696429,610,18.48484848,0.294948398,23.3030303,55.78787879,6.818181818,20.60606061,16.45454545,23.60606061,11.60606061,36.63636364,11.72727273,6.878787879,3.818181818,13.57575758,0.863839286,0.292587776,0.64957265
244,Portland State,32,2475,2404,77.34375,75.125,856,2017,0.424,238,769,0.309,525,748,0.702,491,1282,434,264,129,449,0.587973274,681,21.28125,0.260287556,26.75,63.03125,7.4375,24.03125,16.40625,23.375,15.34375,40.0625,13.5625,8.25,4.03125,14.03125,0.966592428,0.278037383,0.236467236
245,Portland,32,2078,2389,64.9375,74.65625,707,1708,0.414,216,664,0.325,448,668,0.671,233,1032,369,175,123,425,0.411764706,588,18.375,0.262295082,22.09375,53.375,6.75,20.75,14,20.875,7.28125,32.25,11.53125,5.46875,3.84375,13.28125,0.868235294,0.305516266,0.068376068
246,Prairie View,34,2551,2465,75.02941176,72.5,875,1997,0.438,210,674,0.312,591,868,0.681,384,1126,427,300,54,433,0.692840647,739,21.73529412,0.295943916,25.73529412,58.73529412,6.176470588,19.82352941,17.38235294,25.52941176,11.29411765,33.11764706,12.55882353,8.823529412,1.588235294,12.73529412,0.986143187,0.24,0.415954416
247,Presbyterian,33,2601,2389,78.81818182,72.39393939,888,1971,0.451,361,945,0.382,464,637,0.728,307,1146,518,193,67,326,0.59202454,566,17.15151515,0.235413496,26.90909091,59.72727273,10.93939394,28.63636364,14.06060606,19.3030303,9.303030303,34.72727273,15.6969697,5.848484848,2.03030303,9.878787879,1.588957055,0.406531532,0.418803419
248,Princeton,28,1948,1951,69.57142857,69.67857143,685,1666,0.411,207,679,0.305,371,502,0.739,272,1016,295,168,70,354,0.474576271,459,16.39285714,0.222689076,24.46428571,59.5,7.392857143,24.25,13.25,17.92857143,9.714285714,36.28571429,10.53571429,6,2.5,12.64285714,0.833333333,0.302189781,0.487179487
249,Providence,33,2356,2290,71.39393939,69.39393939,811,1911,0.424,222,667,0.333,512,741,0.691,386,1206,475,242,129,436,0.555045872,580,17.57575758,0.267922554,24.57575758,57.90909091,6.727272727,20.21212121,15.51515152,22.45454545,11.6969697,36.54545455,14.39393939,7.333333333,3.909090909,13.21212121,1.089449541,0.273736128,0.800569801
250,Purdue,32,2438,2138,76.1875,66.8125,857,1920,0.446,311,854,0.364,413,564,0.732,391,1180,462,208,129,341,0.609970674,558,17.4375,0.215104167,26.78125,60,9.71875,26.6875,12.90625,17.625,12.21875,36.875,14.4375,6.5,4.03125,10.65625,1.35483871,0.362893816,0.965811966
251,Quinnipiac,30,2213,2163,73.76666667,72.1,709,1669,0.425,338,898,0.376,457,631,0.724,302,1077,384,156,60,408,0.382352941,502,16.73333333,0.273816657,23.63333333,55.63333333,11.26666667,29.93333333,15.23333333,21.03333333,10.06666667,35.9,12.8,5.2,2,13.6,0.941176471,0.476727786,0.304843305
252,Radford,33,2440,2247,73.93939394,68.09090909,893,1937,0.461,285,750,0.38,369,515,0.717,335,1169,467,196,101,358,0.547486034,528,16,0.190500774,27.06060606,58.6969697,8.636363636,22.72727273,11.18181818,15.60606061,10.15151515,35.42424242,14.15151515,5.939393939,3.060606061,10.84848485,1.304469274,0.319148936,0.58974359
253,Rhode Island,33,2293,2239,69.48484848,67.84848485,821,1914,0.429,172,615,0.28,479,704,0.68,375,1194,401,235,129,405,0.580246914,586,17.75757576,0.250261233,24.87878788,58,5.212121212,18.63636364,14.51515152,21.33333333,11.36363636,36.18181818,12.15151515,7.121212121,3.909090909,12.27272727,0.990123457,0.209500609,0.60968661
254,Rice,32,2367,2481,73.96875,77.53125,795,1861,0.427,277,793,0.349,500,729,0.686,316,1221,424,171,103,438,0.390410959,568,17.75,0.268672757,24.84375,58.15625,8.65625,24.78125,15.625,22.78125,9.875,38.15625,13.25,5.34375,3.21875,13.6875,0.96803653,0.348427673,0.396011396
255,Richmond,33,2314,2333,70.12121212,70.6969697,849,1800,0.472,251,723,0.347,365,552,0.661,196,957,519,249,101,336,0.741071429,488,14.78787879,0.202777778,25.72727273,54.54545455,7.606060606,21.90909091,11.06060606,16.72727273,5.939393939,29,15.72727273,7.545454545,3.060606061,10.18181818,1.544642857,0.295641932,0.447293447
256,Rider,31,2381,2333,76.80645161,75.25806452,847,1892,0.448,222,651,0.341,465,755,0.616,363,1144,450,282,101,415,0.679518072,591,19.06451613,0.24577167,27.32258065,61.03225806,7.161290323,21,15,24.35483871,11.70967742,36.90322581,14.51612903,9.096774194,3.258064516,13.38709677,1.084337349,0.262101535,0.427350427
257,Robert Morris,33,2280,2237,69.09090909,67.78787879,799,1846,0.433,257,725,0.354,425,609,0.698,346,1102,454,238,85,489,0.486707566,658,19.93939394,0.230227519,24.21212121,55.93939394,7.787878788,21.96969697,12.87878788,18.45454545,10.48484848,33.39393939,13.75757576,7.212121212,2.575757576,14.81818182,0.928425358,0.321652065,0.239316239
258,Rutgers,31,2105,2132,67.90322581,68.77419355,771,1842,0.419,191,612,0.312,372,584,0.637,391,1210,390,201,124,408,0.492647059,566,18.25806452,0.201954397,24.87096774,59.41935484,6.161290323,19.74193548,12,18.83870968,12.61290323,39.03225806,12.58064516,6.483870968,4,13.16129032,0.955882353,0.24773022,0.712250712
259,Sacramento State,31,2197,2155,70.87096774,69.51612903,806,1800,0.448,175,527,0.332,410,592,0.693,308,1051,431,239,104,404,0.591584158,566,18.25806452,0.227777778,26,58.06451613,5.64516129,17,13.22580645,19.09677419,9.935483871,33.90322581,13.90322581,7.709677419,3.35483871,13.03225806,1.066831683,0.217121588,0.225071225
260,Sacred Heart,32,2558,2509,79.9375,78.40625,885,1926,0.46,243,681,0.357,545,722,0.755,354,1230,471,170,132,465,0.365591398,572,17.875,0.282969886,27.65625,60.1875,7.59375,21.28125,17.03125,22.5625,11.0625,38.4375,14.71875,5.3125,4.125,14.53125,1.012903226,0.274576271,0.313390313
261,Saint Francis (PA),32,2445,2419,76.40625,75.59375,861,1969,0.437,245,700,0.35,478,680,0.703,418,1208,402,216,92,390,0.553846154,580,18.125,0.242762824,26.90625,61.53125,7.65625,21.875,14.9375,21.25,13.0625,37.75,12.5625,6.75,2.875,12.1875,1.030769231,0.284552846,0.245014245
262,Saint Joseph's,33,2328,2397,70.54545455,72.63636364,793,1943,0.408,280,869,0.322,462,615,0.751,258,1140,397,186,110,305,0.609836066,497,15.06060606,0.237776634,24.03030303,58.87878788,8.484848485,26.33333333,14,18.63636364,7.818181818,34.54545455,12.03030303,5.636363636,3.333333333,9.242424242,1.301639344,0.353089533,0.512820513
263,Saint Louis,34,2292,2178,67.41176471,64.05882353,814,1940,0.42,197,630,0.313,467,778,0.6,467,1353,441,242,134,440,0.55,600,17.64705882,0.240721649,23.94117647,57.05882353,5.794117647,18.52941176,13.73529412,22.88235294,13.73529412,39.79411765,12.97058824,7.117647059,3.941176471,12.94117647,1.002272727,0.242014742,0.706552707
264,Saint Mary's (CA),33,2406,2124,72.90909091,64.36363636,876,1850,0.474,245,648,0.378,409,549,0.745,324,1147,332,198,84,347,0.570605187,561,17,0.221081081,26.54545455,56.06060606,7.424242424,19.63636364,12.39393939,16.63636364,9.818181818,34.75757576,10.06060606,6,2.545454545,10.51515152,0.956772334,0.279680365,0.908831909
265,Saint Peter's,32,2012,2196,62.875,68.625,707,1639,0.431,184,567,0.325,414,570,0.726,293,1031,301,172,177,488,0.352459016,614,19.1875,0.252593045,22.09375,51.21875,5.75,17.71875,12.9375,17.8125,9.15625,32.21875,9.40625,5.375,5.53125,15.25,0.616803279,0.260254597,0.096866097
266,Sam Houston State,32,2407,2225,75.21875,69.53125,858,1946,0.441,302,819,0.369,389,514,0.757,359,1158,531,236,91,399,0.591478697,634,19.8125,0.199897225,26.8125,60.8125,9.4375,25.59375,12.15625,16.0625,11.21875,36.1875,16.59375,7.375,2.84375,12.46875,1.330827068,0.351981352,0.504273504
267,Samford,33,2583,2487,78.27272727,75.36363636,921,1951,0.472,254,687,0.37,487,666,0.731,316,1225,461,238,127,463,0.514038877,560,16.96969697,0.249615582,27.90909091,59.12121212,7.696969697,20.81818182,14.75757576,20.18181818,9.575757576,37.12121212,13.96969697,7.212121212,3.848484848,14.03030303,0.995680346,0.275787188,0.544159544
268,San Diego State,34,2437,2291,71.67647059,67.38235294,845,1940,0.436,261,721,0.362,486,679,0.716,346,1228,487,197,113,424,0.464622642,638,18.76470588,0.250515464,24.85294118,57.05882353,7.676470588,21.20588235,14.29411765,19.97058824,10.17647059,36.11764706,14.32352941,5.794117647,3.323529412,12.47058824,1.148584906,0.30887574,0.66951567
269,San Diego,35,2531,2381,72.31428571,68.02857143,892,1942,0.459,274,784,0.349,473,634,0.746,276,1201,503,197,109,444,0.443693694,650,18.57142857,0.243563337,25.48571429,55.48571429,7.828571429,22.4,13.51428571,18.11428571,7.885714286,34.31428571,14.37142857,5.628571429,3.114285714,12.68571429,1.132882883,0.307174888,0.723646724
270,San Francisco,31,2358,2101,76.06451613,67.77419355,864,1852,0.467,258,728,0.354,372,568,0.655,340,1137,439,188,104,321,0.585669782,543,17.51612903,0.200863931,27.87096774,59.74193548,8.322580645,23.48387097,12,18.32258065,10.96774194,36.67741935,14.16129032,6.064516129,3.35483871,10.35483871,1.367601246,0.298611111,0.789173789
271,San Jose State,31,2042,2534,65.87096774,81.74193548,713,1765,0.404,210,641,0.328,406,620,0.655,323,1127,423,131,52,484,0.270661157,539,17.38709677,0.230028329,23,56.93548387,6.774193548,20.67741935,13.09677419,20,10.41935484,36.35483871,13.64516129,4.225806452,1.677419355,15.61290323,0.873966942,0.294530154,0.028490028
272,Santa Clara,31,2115,2172,68.22580645,70.06451613,735,1655,0.444,239,663,0.36,406,567,0.716,242,1026,416,146,111,433,0.337182448,597,19.25806452,0.245317221,23.70967742,53.38709677,7.709677419,21.38709677,13.09677419,18.29032258,7.806451613,33.09677419,13.41935484,4.709677419,3.580645161,13.96774194,0.96073903,0.325170068,0.484330484
273,Savannah State,31,2360,2694,76.12903226,86.90322581,825,2080,0.397,351,1199,0.293,359,531,0.676,383,1188,462,234,96,478,0.489539749,564,18.19354839,0.172596154,26.61290323,67.09677419,11.32258065,38.67741935,11.58064516,17.12903226,12.35483871,38.32258065,14.90322581,7.548387097,3.096774194,15.41935484,0.966527197,0.425454545,0.034188034
274,Seattle,32,2352,2210,73.5,69.0625,827,1885,0.439,232,624,0.372,466,649,0.718,321,1176,368,140,115,390,0.358974359,640,20,0.247214854,25.84375,58.90625,7.25,19.5,14.5625,20.28125,10.03125,36.75,11.5,4.375,3.59375,12.1875,0.943589744,0.280532044,0.47008547
275,Seton Hall,33,2440,2359,73.93939394,71.48484848,863,1959,0.441,231,714,0.324,483,682,0.708,351,1181,447,231,129,410,0.563414634,619,18.75757576,0.246554364,26.15151515,59.36363636,7,21.63636364,14.63636364,20.66666667,10.63636364,35.78787879,13.54545455,7,3.909090909,12.42424242,1.090243902,0.267670915,0.837606838
276,Siena,33,2131,2178,64.57575758,66,772,1779,0.434,288,850,0.339,299,440,0.68,248,973,413,189,93,321,0.588785047,462,14,0.168071951,23.39393939,53.90909091,8.727272727,25.75757576,9.060606061,13.33333333,7.515151515,29.48484848,12.51515152,5.727272727,2.818181818,9.727272727,1.286604361,0.373056995,0.279202279
277,South Alabama,34,2478,2465,72.88235294,72.5,867,1884,0.46,285,761,0.375,459,669,0.686,288,1094,471,201,141,456,0.440789474,649,19.08823529,0.243630573,25.5,55.41176471,8.382352941,22.38235294,13.5,19.67647059,8.470588235,32.17647059,13.85294118,5.911764706,4.147058824,13.41176471,1.032894737,0.328719723,0.324786325
278,South Carolina State,34,2388,2593,70.23529412,76.26470588,811,1889,0.429,193,580,0.333,573,772,0.742,376,1138,386,167,60,493,0.338742394,670,19.70588235,0.303335098,23.85294118,55.55882353,5.676470588,17.05882353,16.85294118,22.70588235,11.05882353,33.47058824,11.35294118,4.911764706,1.764705882,14.5,0.78296146,0.237977805,0.042735043
279,South Carolina Upstate,32,2169,2395,67.78125,74.84375,775,1874,0.414,269,819,0.328,350,491,0.713,305,1050,434,207,94,440,0.470454545,621,19.40625,0.186766275,24.21875,58.5625,8.40625,25.59375,10.9375,15.34375,9.53125,32.8125,13.5625,6.46875,2.9375,13.75,0.986363636,0.347096774,0.01994302
280,South Carolina,32,2327,2316,72.71875,72.375,806,1907,0.423,242,662,0.366,473,694,0.682,383,1160,413,202,140,433,0.466512702,622,19.4375,0.248033561,25.1875,59.59375,7.5625,20.6875,14.78125,21.6875,11.96875,36.25,12.90625,6.3125,4.375,13.53125,0.953810624,0.300248139,0.769230769
281,South Dakota State,32,2716,2346,84.875,73.3125,957,1901,0.503,318,776,0.41,484,624,0.776,239,1221,476,199,63,378,0.526455026,537,16.78125,0.254602841,29.90625,59.40625,9.9375,24.25,15.125,19.5,7.46875,38.15625,14.875,6.21875,1.96875,11.8125,1.259259259,0.332288401,0.703703704
282,South Dakota,30,2118,2136,70.6,71.2,729,1663,0.438,227,665,0.341,433,585,0.74,219,942,382,165,68,324,0.509259259,527,17.56666667,0.26037282,24.3,55.43333333,7.566666667,22.16666667,14.43333333,19.5,7.3,31.4,12.73333333,5.5,2.266666667,10.8,1.179012346,0.31138546,0.341880342
283,South Florida,32,2312,2144,72.25,67,761,1774,0.429,221,677,0.326,569,887,0.641,444,1246,441,252,103,513,0.49122807,676,21.125,0.320744081,23.78125,55.4375,6.90625,21.15625,17.78125,27.71875,13.875,38.9375,13.78125,7.875,3.21875,16.03125,0.859649123,0.290407359,0.717948718
284,Southeast Missouri State,31,2216,2378,71.48387097,76.70967742,796,1809,0.44,266,719,0.37,358,519,0.69,284,1081,402,182,75,447,0.407158837,615,19.83870968,0.197899392,25.67741935,58.35483871,8.580645161,23.19354839,11.5483871,16.74193548,9.161290323,34.87096774,12.96774194,5.870967742,2.419354839,14.41935484,0.899328859,0.334170854,0.088319088
285,Southeastern Louisiana,33,2224,2228,67.39393939,67.51515152,765,1735,0.441,235,696,0.338,459,640,0.717,346,1117,452,215,80,536,0.401119403,602,18.24242424,0.264553314,23.18181818,52.57575758,7.121212121,21.09090909,13.90909091,19.39393939,10.48484848,33.84848485,13.6969697,6.515151515,2.424242424,16.24242424,0.843283582,0.307189542,0.290598291
286,Southern California,33,2518,2410,76.3030303,73.03030303,937,2039,0.46,281,735,0.382,363,563,0.645,324,1188,536,202,117,392,0.515306122,590,17.87878788,0.178028445,28.39393939,61.78787879,8.515151515,22.27272727,11,17.06060606,9.818181818,36,16.24242424,6.121212121,3.545454545,11.87878788,1.367346939,0.299893276,0.749287749
287,SIU Edwardsville,31,2265,2520,73.06451613,81.29032258,794,1898,0.418,201,665,0.302,476,677,0.703,351,1079,382,198,70,438,0.452054795,612,19.74193548,0.250790306,25.61290323,61.22580645,6.483870968,21.4516129,15.35483871,21.83870968,11.32258065,34.80645161,12.32258065,6.387096774,2.258064516,14.12903226,0.872146119,0.253148615,0.062678063
288,Southern Illinois,32,2194,2144,68.5625,67,802,1720,0.466,213,570,0.374,377,550,0.685,289,1081,438,212,129,447,0.474272931,474,14.8125,0.219186047,25.0625,53.75,6.65625,17.8125,11.78125,17.1875,9.03125,33.78125,13.6875,6.625,4.03125,13.96875,0.979865772,0.265586035,0.592592593
289,Southern Methodist,32,2303,2249,71.96875,70.28125,833,1884,0.442,263,772,0.341,374,523,0.715,365,1135,441,189,123,350,0.54,515,16.09375,0.1985138,26.03125,58.875,8.21875,24.125,11.6875,16.34375,11.40625,35.46875,13.78125,5.90625,3.84375,10.9375,1.26,0.315726291,0.720797721
290,Southern Mississippi,32,2324,2070,72.625,64.6875,876,1875,0.467,265,683,0.388,307,469,0.655,271,1151,540,248,109,338,0.733727811,496,15.5,0.163733333,27.375,58.59375,8.28125,21.34375,9.59375,14.65625,8.46875,35.96875,16.875,7.75,3.40625,10.5625,1.597633136,0.302511416,0.740740741
291,Southern Utah,32,2426,2423,75.8125,75.71875,838,1887,0.444,260,752,0.346,490,686,0.714,268,1163,404,192,103,438,0.438356164,660,20.625,0.259671436,26.1875,58.96875,8.125,23.5,15.3125,21.4375,8.375,36.34375,12.625,6,3.21875,13.6875,0.922374429,0.31026253,0.256410256
292,Southern,32,2077,2360,64.90625,73.75,752,1711,0.44,180,544,0.331,393,588,0.668,313,980,372,216,86,511,0.422700587,716,22.375,0.22969024,23.5,53.46875,5.625,17,12.28125,18.375,9.78125,30.625,11.625,6.75,2.6875,15.96875,0.727984344,0.239361702,0.031339031
293,St. Bonaventure,33,2197,2090,66.57575758,63.33333333,802,1858,0.432,201,616,0.326,392,529,0.741,323,1141,408,197,157,410,0.480487805,537,16.27272727,0.210979548,24.3030303,56.3030303,6.090909091,18.66666667,11.87878788,16.03030303,9.787878788,34.57575758,12.36363636,5.96969697,4.757575758,12.42424242,0.995121951,0.250623441,0.663817664
294,St. Francis (NY),32,2273,2239,71.03125,69.96875,814,1926,0.423,259,777,0.333,386,570,0.677,338,1163,369,189,129,403,0.46898263,613,19.15625,0.200415369,25.4375,60.1875,8.09375,24.28125,12.0625,17.8125,10.5625,36.34375,11.53125,5.90625,4.03125,12.59375,0.915632754,0.318181818,0.276353276
295,St. John's (NY),33,2558,2468,77.51515152,74.78787879,922,2031,0.454,281,778,0.361,433,597,0.725,252,1076,463,290,110,341,0.850439883,628,19.03030303,0.21319547,27.93939394,61.54545455,8.515151515,23.57575758,13.12121212,18.09090909,7.636363636,32.60606061,14.03030303,8.787878788,3.333333333,10.33333333,1.357771261,0.304772234,0.792022792
296,Stanford,31,2255,2227,72.74193548,71.83870968,808,1782,0.453,207,652,0.317,432,643,0.672,322,1148,392,186,148,467,0.398286938,586,18.90322581,0.242424242,26.06451613,57.48387097,6.677419355,21.03225806,13.93548387,20.74193548,10.38709677,37.03225806,12.64516129,6,4.774193548,15.06451613,0.839400428,0.256188119,0.692307692
297,Stephen F. Austin,30,2105,2161,70.16666667,72.03333333,745,1696,0.439,201,588,0.342,414,607,0.682,313,1008,348,192,113,442,0.43438914,579,19.3,0.244103774,24.83333333,56.53333333,6.7,19.6,13.8,20.23333333,10.43333333,33.6,11.6,6.4,3.766666667,14.73333333,0.787330317,0.269798658,0.11965812
298,Stetson,31,2151,2429,69.38709677,78.35483871,794,1962,0.405,215,684,0.314,348,503,0.692,359,1110,418,210,94,394,0.532994924,536,17.29032258,0.177370031,25.61290323,63.29032258,6.935483871,22.06451613,11.22580645,16.22580645,11.58064516,35.80645161,13.48387097,6.774193548,3.032258065,12.70967742,1.060913706,0.270780856,0.03988604
299,Stony Brook,32,2285,2106,71.40625,65.8125,790,1872,0.422,224,687,0.326,481,671,0.717,401,1303,358,199,132,458,0.434497817,601,18.78125,0.256944444,24.6875,58.5,7,21.46875,15.03125,20.96875,12.53125,40.71875,11.1875,6.21875,4.125,14.3125,0.781659389,0.283544304,0.555555556
300,Syracuse,33,2301,2168,69.72727273,65.6969697,787,1855,0.424,262,794,0.33,465,683,0.681,356,1146,396,273,158,410,0.665853659,576,17.45454545,0.250673854,23.84848485,56.21212121,7.939393939,24.06060606,14.09090909,20.6969697,10.78787879,34.72727273,12,8.272727273,4.787878788,12.42424242,0.965853659,0.332909784,0.88034188
301,Temple,32,2395,2277,74.84375,71.15625,845,1927,0.439,240,726,0.331,465,636,0.731,304,1097,463,277,72,357,0.775910364,558,17.4375,0.241307732,26.40625,60.21875,7.5,22.6875,14.53125,19.875,9.5,34.28125,14.46875,8.65625,2.25,11.15625,1.296918768,0.284023669,0.84045584
302,Tennessee-Martin,31,2356,2486,76,80.19354839,854,1915,0.446,250,726,0.344,398,528,0.754,351,1062,441,223,88,418,0.533492823,490,15.80645161,0.207832898,27.5483871,61.77419355,8.064516129,23.41935484,12.83870968,17.03225806,11.32258065,34.25806452,14.22580645,7.193548387,2.838709677,13.48387097,1.055023923,0.292740047,0.113960114
303,Tennessee State,30,2182,2332,72.73333333,77.73333333,751,1739,0.432,240,716,0.335,440,628,0.701,317,1032,342,219,78,497,0.440643863,735,24.5,0.253018976,25.03333333,57.96666667,8,23.86666667,14.66666667,20.93333333,10.56666667,34.4,11.4,7.3,2.6,16.56666667,0.688128773,0.319573901,0.0997151
304,Tennessee Tech,31,2104,2350,67.87096774,75.80645161,742,1784,0.416,213,620,0.344,407,645,0.631,330,1122,389,226,134,517,0.437137331,554,17.87096774,0.228139013,23.93548387,57.5483871,6.870967742,20,13.12903226,20.80645161,10.64516129,36.19354839,12.5483871,7.290322581,4.322580645,16.67741935,0.752417795,0.287061995,0.056980057
305,Tennessee,33,2717,2250,82.33333333,68.18181818,991,1988,0.498,225,629,0.358,510,669,0.762,344,1244,608,201,179,363,0.553719008,575,17.42424242,0.256539235,30.03030303,60.24242424,6.818181818,19.06060606,15.45454545,20.27272727,10.42424242,37.6969697,18.42424242,6.090909091,5.424242424,11,1.674931129,0.227043391,0.985754986
306,Texas A&M-Corpus Christi,32,2126,2124,66.4375,66.375,774,1803,0.429,202,621,0.325,376,541,0.695,349,1159,423,197,90,456,0.432017544,610,19.0625,0.20854132,24.1875,56.34375,6.3125,19.40625,11.75,16.90625,10.90625,36.21875,13.21875,6.15625,2.8125,14.25,0.927631579,0.260981912,0.230769231
307,Texas A&M,32,2253,2297,70.40625,71.78125,806,1842,0.438,204,663,0.308,437,631,0.693,372,1195,376,215,142,444,0.484234234,521,16.28125,0.237242128,25.1875,57.5625,6.375,20.71875,13.65625,19.71875,11.625,37.34375,11.75,6.71875,4.4375,13.875,0.846846847,0.253101737,0.760683761
308,Texas-Arlington,32,2220,2230,69.375,69.6875,758,1844,0.411,227,740,0.307,477,642,0.743,360,1196,409,206,95,453,0.454746137,606,18.9375,0.25867679,23.6875,57.625,7.09375,23.125,14.90625,20.0625,11.25,37.375,12.78125,6.4375,2.96875,14.15625,0.902869757,0.299472296,0.541310541
309,Texas Christian,33,2445,2317,74.09090909,70.21212121,886,1936,0.458,254,722,0.352,419,611,0.686,354,1197,535,233,145,454,0.513215859,531,16.09090909,0.21642562,26.84848485,58.66666667,7.696969697,21.87878788,12.6969697,18.51515152,10.72727273,36.27272727,16.21212121,7.060606061,4.393939394,13.75757576,1.178414097,0.286681716,0.851851852
310,Texas-El Paso,29,1859,2001,64.10344828,69,638,1592,0.401,199,621,0.32,384,580,0.662,285,1070,306,135,83,466,0.289699571,551,19,0.24120603,22,54.89655172,6.862068966,21.4137931,13.24137931,20,9.827586207,36.89655172,10.55172414,4.655172414,2.862068966,16.06896552,0.656652361,0.311912226,0.179487179
311,Texas-Rio Grande Valley,35,2475,2456,70.71428571,70.17142857,836,2006,0.417,187,590,0.317,616,885,0.696,343,1154,461,327,95,449,0.728285078,734,20.97142857,0.307078764,23.88571429,57.31428571,5.342857143,16.85714286,17.6,25.28571429,9.8,32.97142857,13.17142857,9.342857143,2.714285714,12.82857143,1.026726058,0.223684211,0.521367521
312,Texas-San Antonio,32,2481,2407,77.53125,75.21875,896,2068,0.433,294,855,0.344,395,536,0.737,323,1216,420,213,82,402,0.529850746,581,18.15625,0.191005803,28,64.625,9.1875,26.71875,12.34375,16.75,10.09375,38,13.125,6.65625,2.5625,12.5625,1.044776119,0.328125,0.598290598
313,Texas Southern,34,2719,2645,79.97058824,77.79411765,942,2095,0.45,248,771,0.322,587,881,0.666,421,1333,517,271,99,520,0.521153846,609,17.91176471,0.280190931,27.70588235,61.61764706,7.294117647,22.67647059,17.26470588,25.91176471,12.38235294,39.20588235,15.20588235,7.970588235,2.911764706,15.29411765,0.994230769,0.263269639,0.344729345
314,Texas State,33,2389,2117,72.39393939,64.15151515,846,1905,0.444,238,723,0.329,459,673,0.682,395,1249,481,227,82,440,0.515909091,647,19.60606061,0.240944882,25.63636364,57.72727273,7.212121212,21.90909091,13.90909091,20.39393939,11.96969697,37.84848485,14.57575758,6.878787879,2.484848485,13.33333333,1.093181818,0.281323877,0.618233618
315,Texas Tech,32,2339,1897,73.09375,59.28125,837,1774,0.472,232,630,0.368,433,595,0.728,282,1092,429,232,157,396,0.585858586,567,17.71875,0.244081172,26.15625,55.4375,7.25,19.6875,13.53125,18.59375,8.8125,34.125,13.40625,7.25,4.90625,12.375,1.083333333,0.277180406,0.971509972
316,Texas,32,2264,2144,70.75,67,801,1848,0.433,272,799,0.34,390,550,0.709,317,1081,407,197,131,351,0.561253561,540,16.875,0.211038961,25.03125,57.75,8.5,24.96875,12.1875,17.1875,9.90625,33.78125,12.71875,6.15625,4.09375,10.96875,1.15954416,0.339575531,0.891737892
317,Toledo,32,2473,2178,77.28125,68.0625,878,1931,0.455,316,832,0.38,401,520,0.771,322,1249,526,165,146,393,0.419847328,502,15.6875,0.207664423,27.4375,60.34375,9.875,26,12.53125,16.25,10.0625,39.03125,16.4375,5.15625,4.5625,12.28125,1.338422392,0.359908884,0.823361823
318,Towson,32,2170,2294,67.8125,71.6875,810,1860,0.435,180,550,0.327,370,531,0.697,389,1183,318,154,94,390,0.394871795,562,17.5625,0.198924731,25.3125,58.125,5.625,17.1875,11.5625,16.59375,12.15625,36.96875,9.9375,4.8125,2.9375,12.1875,0.815384615,0.222222222,0.273504274
319,Troy,30,2179,2242,72.63333333,74.73333333,773,1719,0.45,236,704,0.335,397,550,0.722,277,1021,392,171,135,408,0.419117647,523,17.43333333,0.230948226,25.76666667,57.3,7.866666667,23.46666667,13.23333333,18.33333333,9.233333333,34.03333333,13.06666667,5.7,4.5,13.6,0.960784314,0.30530401,0.270655271
320,Tulane,31,2082,2403,67.16129032,77.51612903,733,1784,0.411,213,670,0.318,403,585,0.689,298,1130,444,147,109,467,0.314775161,535,17.25806452,0.225896861,23.64516129,57.5483871,6.870967742,21.61290323,13,18.87096774,9.612903226,36.4516129,14.32258065,4.741935484,3.516129032,15.06451613,0.950749465,0.29058663,0.150997151
321,Tulsa,32,2296,2271,71.75,70.96875,776,1732,0.448,222,652,0.34,522,751,0.695,239,1119,430,176,76,404,0.435643564,529,16.53125,0.301385681,24.25,54.125,6.9375,20.375,16.3125,23.46875,7.46875,34.96875,13.4375,5.5,2.375,12.625,1.064356436,0.286082474,0.732193732
